Kỳ dữ liệu,Cặp phân tích,Chiều 1,Giá trị chiều 1,Chiều 2,Giá trị chiều 2,Cấp sản phẩm,Số dòng nguồn,Ads Cost (VND),Nguồn,Sheet,Dòng nguồn,Mapping version,Trạng thái coverage,Lý do,Bước xử lý
2026-04,Phễu × Sản phẩm,Phễu,BOFU,Sản phẩm,Cát Sắn Natural,Nhóm sản phẩm,1,2098976,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,52,Phễu: chưa khóa; Sản phẩm: inference_name_v0,Tính được một phần bằng human mapping,Phễu và nhóm sản phẩm được gắn/suy luận trên cùng dòng Campaign; chưa xác minh tới listing/SKU.,Khóa rule/version Phễu và owner duyệt mapping nhóm sản phẩm; xin Ads ID → Item ID/SKU nếu cần xuống listing.
2026-04,Phễu × Sản phẩm,Phễu,BOFU,Sản phẩm,Cát Mix PerformX,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Phễu: chưa khóa; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; xác nhận lại sau khi mapping được duyệt hoặc có nguồn chi tiết hơn.
2026-04,Phễu × Sản phẩm,Phễu,BOFU,Sản phẩm,Cát Khoáng MineralX,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Phễu: chưa khóa; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; xác nhận lại sau khi mapping được duyệt hoặc có nguồn chi tiết hơn.
2026-04,Phễu × Sản phẩm,Phễu,BOFU,Sản phẩm,Cát Đậu Nành Mix Khoáng PowerX,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Phễu: chưa khóa; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; xác nhận lại sau khi mapping được duyệt hoặc có nguồn chi tiết hơn.
2026-04,Phễu × Sản phẩm,Phễu,BOFU,Sản phẩm,Cát Sắn Mix Đậu Nành Tofuu.X,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Phễu: chưa khóa; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; xác nhận lại sau khi mapping được duyệt hoặc có nguồn chi tiết hơn.
2026-04,Phễu × Sản phẩm,Phễu,BOFU,Sản phẩm,Cát nói chung,Ngành hàng,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Phễu: chưa khóa; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; xác nhận lại sau khi mapping được duyệt hoặc có nguồn chi tiết hơn.
2026-04,Phễu × Sản phẩm,Phễu,BOFU,Sản phẩm,Shared/Unmapped,Shared/Unmapped,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Phễu: chưa khóa; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; xác nhận lại sau khi mapping được duyệt hoặc có nguồn chi tiết hơn.
2026-05,Phễu × Sản phẩm,Phễu,TOFU,Sản phẩm,Vi sinh khử mùi,Nhóm sản phẩm,2,1733762,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,"87,88",Phễu: chưa khóa; Sản phẩm: inference_name_v0,Tính được một phần bằng human mapping,Phễu và nhóm sản phẩm được gắn/suy luận trên cùng dòng Campaign; chưa xác minh tới listing/SKU.,Khóa rule/version Phễu và owner duyệt mapping nhóm sản phẩm; xin Ads ID → Item ID/SKU nếu cần xuống listing.
2026-05,Phễu × Sản phẩm,Phễu,TOFU,Sản phẩm,Cát Sắn Natural,Nhóm sản phẩm,1,863692,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,68,Phễu: chưa khóa; Sản phẩm: inference_name_v0,Tính được một phần bằng human mapping,Phễu và nhóm sản phẩm được gắn/suy luận trên cùng dòng Campaign; chưa xác minh tới listing/SKU.,Khóa rule/version Phễu và owner duyệt mapping nhóm sản phẩm; xin Ads ID → Item ID/SKU nếu cần xuống listing.
2026-05,Phễu × Sản phẩm,Phễu,TOFU,Sản phẩm,Cát Mix PerformX,Nhóm sản phẩm,2,273191,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,"81,82",Phễu: chưa khóa; Sản phẩm: inference_name_v0,Tính được một phần bằng human mapping,Phễu và nhóm sản phẩm được gắn/suy luận trên cùng dòng Campaign; chưa xác minh tới listing/SKU.,Khóa rule/version Phễu và owner duyệt mapping nhóm sản phẩm; xin Ads ID → Item ID/SKU nếu cần xuống listing.
2026-05,Phễu × Sản phẩm,Phễu,TOFU,Sản phẩm,Cát Khoáng MineralX,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Phễu: chưa khóa; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; xác nhận lại sau khi mapping được duyệt hoặc có nguồn chi tiết hơn.
2026-05,Phễu × Sản phẩm,Phễu,TOFU,Sản phẩm,Cát Đậu Nành Mix Khoáng PowerX,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Phễu: chưa khóa; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; xác nhận lại sau khi mapping được duyệt hoặc có nguồn chi tiết hơn.
2026-05,Phễu × Sản phẩm,Phễu,TOFU,Sản phẩm,Cát Sắn Mix Đậu Nành Tofuu.X,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Phễu: chưa khóa; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; xác nhận lại sau khi mapping được duyệt hoặc có nguồn chi tiết hơn.
2026-05,Phễu × Sản phẩm,Phễu,TOFU,Sản phẩm,Cát nói chung,Ngành hàng,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Phễu: chưa khóa; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; xác nhận lại sau khi mapping được duyệt hoặc có nguồn chi tiết hơn.
2026-05,Phễu × Sản phẩm,Phễu,TOFU,Sản phẩm,Shared/Unmapped,Shared/Unmapped,1,143690,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,84,Phễu: chưa khóa; Sản phẩm: inference_name_v0,Tính được một phần bằng human mapping,Phễu và nhóm sản phẩm được gắn/suy luận trên cùng dòng Campaign; chưa xác minh tới listing/SKU.,Khóa rule/version Phễu và owner duyệt mapping nhóm sản phẩm; xin Ads ID → Item ID/SKU nếu cần xuống listing.
2026-05,Phễu × Sản phẩm,Phễu,MOFU,Sản phẩm,Vi sinh khử mùi,Nhóm sản phẩm,1,5576822,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,86,Phễu: chưa khóa; Sản phẩm: inference_name_v0,Tính được một phần bằng human mapping,Phễu và nhóm sản phẩm được gắn/suy luận trên cùng dòng Campaign; chưa xác minh tới listing/SKU.,Khóa rule/version Phễu và owner duyệt mapping nhóm sản phẩm; xin Ads ID → Item ID/SKU nếu cần xuống listing.
2026-05,Phễu × Sản phẩm,Phễu,MOFU,Sản phẩm,Cát Sắn Natural,Nhóm sản phẩm,2,7300874,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,"80,89",Phễu: chưa khóa; Sản phẩm: inference_name_v0,Tính được một phần bằng human mapping,Phễu và nhóm sản phẩm được gắn/suy luận trên cùng dòng Campaign; chưa xác minh tới listing/SKU.,Khóa rule/version Phễu và owner duyệt mapping nhóm sản phẩm; xin Ads ID → Item ID/SKU nếu cần xuống listing.
2026-05,Phễu × Sản phẩm,Phễu,MOFU,Sản phẩm,Cát Mix PerformX,Nhóm sản phẩm,3,9175508,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,"75,76,77",Phễu: chưa khóa; Sản phẩm: inference_name_v0,Tính được một phần bằng human mapping,Phễu và nhóm sản phẩm được gắn/suy luận trên cùng dòng Campaign; chưa xác minh tới listing/SKU.,Khóa rule/version Phễu và owner duyệt mapping nhóm sản phẩm; xin Ads ID → Item ID/SKU nếu cần xuống listing.
2026-05,Phễu × Sản phẩm,Phễu,MOFU,Sản phẩm,Cát Khoáng MineralX,Nhóm sản phẩm,4,8174551,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,"71,72,73,74",Phễu: chưa khóa; Sản phẩm: inference_name_v0,Tính được một phần bằng human mapping,Phễu và nhóm sản phẩm được gắn/suy luận trên cùng dòng Campaign; chưa xác minh tới listing/SKU.,Khóa rule/version Phễu và owner duyệt mapping nhóm sản phẩm; xin Ads ID → Item ID/SKU nếu cần xuống listing.
2026-05,Phễu × Sản phẩm,Phễu,MOFU,Sản phẩm,Cát Đậu Nành Mix Khoáng PowerX,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Phễu: chưa khóa; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; xác nhận lại sau khi mapping được duyệt hoặc có nguồn chi tiết hơn.
2026-05,Phễu × Sản phẩm,Phễu,MOFU,Sản phẩm,Cát Sắn Mix Đậu Nành Tofuu.X,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Phễu: chưa khóa; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; xác nhận lại sau khi mapping được duyệt hoặc có nguồn chi tiết hơn.
2026-05,Phễu × Sản phẩm,Phễu,MOFU,Sản phẩm,Cát nói chung,Ngành hàng,1,4829521,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,65,Phễu: chưa khóa; Sản phẩm: inference_name_v0,Tính được một phần bằng human mapping,Phễu và nhóm sản phẩm được gắn/suy luận trên cùng dòng Campaign; chưa xác minh tới listing/SKU.,Khóa rule/version Phễu và owner duyệt mapping nhóm sản phẩm; xin Ads ID → Item ID/SKU nếu cần xuống listing.
2026-05,Phễu × Sản phẩm,Phễu,MOFU,Sản phẩm,Shared/Unmapped,Shared/Unmapped,2,3150289,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,"78,79",Phễu: chưa khóa; Sản phẩm: inference_name_v0,Tính được một phần bằng human mapping,Phễu và nhóm sản phẩm được gắn/suy luận trên cùng dòng Campaign; chưa xác minh tới listing/SKU.,Khóa rule/version Phễu và owner duyệt mapping nhóm sản phẩm; xin Ads ID → Item ID/SKU nếu cần xuống listing.
2026-05,Phễu × Sản phẩm,Phễu,BOFU,Sản phẩm,Vi sinh khử mùi,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Phễu: chưa khóa; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; xác nhận lại sau khi mapping được duyệt hoặc có nguồn chi tiết hơn.
2026-05,Phễu × Sản phẩm,Phễu,BOFU,Sản phẩm,Cát Sắn Natural,Nhóm sản phẩm,3,9697517,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,"66,69,85",Phễu: chưa khóa; Sản phẩm: inference_name_v0,Tính được một phần bằng human mapping,Phễu và nhóm sản phẩm được gắn/suy luận trên cùng dòng Campaign; chưa xác minh tới listing/SKU.,Khóa rule/version Phễu và owner duyệt mapping nhóm sản phẩm; xin Ads ID → Item ID/SKU nếu cần xuống listing.
2026-05,Phễu × Sản phẩm,Phễu,BOFU,Sản phẩm,Cát Mix PerformX,Nhóm sản phẩm,2,10100414,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,"67,70",Phễu: chưa khóa; Sản phẩm: inference_name_v0,Tính được một phần bằng human mapping,Phễu và nhóm sản phẩm được gắn/suy luận trên cùng dòng Campaign; chưa xác minh tới listing/SKU.,Khóa rule/version Phễu và owner duyệt mapping nhóm sản phẩm; xin Ads ID → Item ID/SKU nếu cần xuống listing.
2026-05,Phễu × Sản phẩm,Phễu,BOFU,Sản phẩm,Cát Khoáng MineralX,Nhóm sản phẩm,1,2498200,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,83,Phễu: chưa khóa; Sản phẩm: inference_name_v0,Tính được một phần bằng human mapping,Phễu và nhóm sản phẩm được gắn/suy luận trên cùng dòng Campaign; chưa xác minh tới listing/SKU.,Khóa rule/version Phễu và owner duyệt mapping nhóm sản phẩm; xin Ads ID → Item ID/SKU nếu cần xuống listing.
2026-05,Phễu × Sản phẩm,Phễu,BOFU,Sản phẩm,Cát Đậu Nành Mix Khoáng PowerX,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Phễu: chưa khóa; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; xác nhận lại sau khi mapping được duyệt hoặc có nguồn chi tiết hơn.
2026-05,Phễu × Sản phẩm,Phễu,BOFU,Sản phẩm,Cát Sắn Mix Đậu Nành Tofuu.X,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Phễu: chưa khóa; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; xác nhận lại sau khi mapping được duyệt hoặc có nguồn chi tiết hơn.
2026-05,Phễu × Sản phẩm,Phễu,BOFU,Sản phẩm,Cát nói chung,Ngành hàng,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Phễu: chưa khóa; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; xác nhận lại sau khi mapping được duyệt hoặc có nguồn chi tiết hơn.
2026-05,Phễu × Sản phẩm,Phễu,BOFU,Sản phẩm,Shared/Unmapped,Shared/Unmapped,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Phễu: chưa khóa; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; xác nhận lại sau khi mapping được duyệt hoặc có nguồn chi tiết hơn.
2026-03,Sản phẩm × Campaign objective,Sản phẩm,Vi sinh khử mùi,Campaign objective,Engagement - Messaging,Nhóm sản phẩm,2,9886099,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,"16,20",Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Tính được một phần bằng human mapping,Objective suy luận được Duy cho phép dùng; sản phẩm mới suy luận tới nhóm/ngành hàng hoặc Shared.,Giữ metadata Objective; owner duyệt product mapping hoặc xin Ads ID → Item ID/SKU.
2026-03,Sản phẩm × Campaign objective,Sản phẩm,Vi sinh khử mùi,Campaign objective,Engagement - Post engagement,Nhóm sản phẩm,2,1781257,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,"17,23",Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Tính được một phần bằng human mapping,Objective suy luận được Duy cho phép dùng; sản phẩm mới suy luận tới nhóm/ngành hàng hoặc Shared.,Giữ metadata Objective; owner duyệt product mapping hoặc xin Ads ID → Item ID/SKU.
2026-03,Sản phẩm × Campaign objective,Sản phẩm,Vi sinh khử mùi,Campaign objective,Sales - Purchase,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Sản phẩm × Campaign objective,Sản phẩm,Vi sinh khử mùi,Campaign objective,Sales - Purchase [Suy luận từ tên Campaign],Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Sản phẩm × Campaign objective,Sản phẩm,Vi sinh khử mùi,Campaign objective,Awareness - Ad recall,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Sản phẩm × Campaign objective,Sản phẩm,Vi sinh khử mùi,Campaign objective,Chưa xác định,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Sản phẩm × Campaign objective,Sản phẩm,Cát Sắn Natural,Campaign objective,Engagement - Messaging,Nhóm sản phẩm,5,13239210,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,"9,10,11,13,14",Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Tính được một phần bằng human mapping,Objective suy luận được Duy cho phép dùng; sản phẩm mới suy luận tới nhóm/ngành hàng hoặc Shared.,Giữ metadata Objective; owner duyệt product mapping hoặc xin Ads ID → Item ID/SKU.
2026-03,Sản phẩm × Campaign objective,Sản phẩm,Cát Sắn Natural,Campaign objective,Engagement - Post engagement,Nhóm sản phẩm,3,2183688,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,"8,12,15",Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Tính được một phần bằng human mapping,Objective suy luận được Duy cho phép dùng; sản phẩm mới suy luận tới nhóm/ngành hàng hoặc Shared.,Giữ metadata Objective; owner duyệt product mapping hoặc xin Ads ID → Item ID/SKU.
2026-03,Sản phẩm × Campaign objective,Sản phẩm,Cát Sắn Natural,Campaign objective,Sales - Purchase,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Sản phẩm × Campaign objective,Sản phẩm,Cát Sắn Natural,Campaign objective,Sales - Purchase [Suy luận từ tên Campaign],Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Sản phẩm × Campaign objective,Sản phẩm,Cát Sắn Natural,Campaign objective,Awareness - Ad recall,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Sản phẩm × Campaign objective,Sản phẩm,Cát Sắn Natural,Campaign objective,Chưa xác định,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Sản phẩm × Campaign objective,Sản phẩm,Cát Mix PerformX,Campaign objective,Engagement - Messaging,Nhóm sản phẩm,3,9346528,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,"18,19,21",Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Tính được một phần bằng human mapping,Objective suy luận được Duy cho phép dùng; sản phẩm mới suy luận tới nhóm/ngành hàng hoặc Shared.,Giữ metadata Objective; owner duyệt product mapping hoặc xin Ads ID → Item ID/SKU.
2026-03,Sản phẩm × Campaign objective,Sản phẩm,Cát Mix PerformX,Campaign objective,Engagement - Post engagement,Nhóm sản phẩm,1,748746,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,22,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Tính được một phần bằng human mapping,Objective suy luận được Duy cho phép dùng; sản phẩm mới suy luận tới nhóm/ngành hàng hoặc Shared.,Giữ metadata Objective; owner duyệt product mapping hoặc xin Ads ID → Item ID/SKU.
2026-03,Sản phẩm × Campaign objective,Sản phẩm,Cát Mix PerformX,Campaign objective,Sales - Purchase,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Sản phẩm × Campaign objective,Sản phẩm,Cát Mix PerformX,Campaign objective,Sales - Purchase [Suy luận từ tên Campaign],Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Sản phẩm × Campaign objective,Sản phẩm,Cát Mix PerformX,Campaign objective,Awareness - Ad recall,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-03,Sản phẩm × Campaign objective,Sản phẩm,Cát Mix PerformX,Campaign objective,Chưa xác định,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
